date,location_id,lat,lon,pr_mm_per_day
2010-01-07,01115110,41.845646,-71.609508,0.0
2010-01-07,01115114,41.837591,-71.612008,0.0
2010-01-07,01115170,41.840924,-71.584507,0.0
2010-01-07,01115183,41.797591,-71.584785,0.0
2010-01-07,01115185,41.836201,-71.722568,0.0
2010-01-07,01115187,41.818702,-71.705067,0.0
2010-01-07,01115190,41.822313,-71.700345,0.0
2010-01-07,01115265,41.790646,-71.698678,0.0
2010-01-07,01115276,41.785369,-71.667288,0.0
2010-01-07,01115278,41.796791,-71.66943,0.0
2010-01-07,01115280,41.80398,-71.649787,0.0
2010-01-07,01115500,41.732869,-71.549784,0.00044436098573888877
2010-01-07,01115630,41.626758,-71.632564,0.0
2010-01-07,01116000,41.690092,-71.565895,0.0
2010-01-07,01116500,41.750925,-71.445057,0.2128587731338951
2010-01-07,01116905,41.629991,-71.478888,0.10098424724446634
2010-01-07,01117000,41.641204,-71.444501,0.13091983254813608
2010-01-07,01117350,41.482196,-71.551151,0.0
2010-01-07,01117370,41.538981,-71.568672,0.0
2010-01-07,01117420,41.476641,-71.604763,0.0
2010-01-07,01117430,41.446086,-71.621153,0.0
2010-01-07,01117468,41.492592,-71.628119,0.0
2010-01-07,01117500,41.444975,-71.680877,0.0
2010-01-07,01117800,41.57398,-71.720622,0.0
2010-01-07,01118000,41.498147,-71.716455,0.0
2010-01-07,01118300,41.474814,-71.834235,0.0
2010-01-07,01118500,41.385254,-71.832549,0.0
2010-01-07,01123360,42.108366,-72.12613,0.0
2010-01-07,01123600,42.082611,-72.05838,0.0
2010-01-07,01124000,42.022193,-71.955604,0.0
2010-01-07,01124151,41.943558,-71.899596,0.022525605130913742
2010-01-07,01125100,41.978455,-71.900513,0.0
2010-01-07,01125490,41.927836,-71.930008,0.12502174949736253
2010-01-07,01125500,41.909466,-71.913863,0.18250505127005803
2010-01-07,01127000,41.597483,-71.984094,0.0
2010-01-07,8444069,42.340862,-71.01234,0.0
2010-01-07,8447386,41.7043,-71.1641,0.0
2010-01-07,8447387,41.705,-71.1733,0.0
2010-01-07,8447412,41.695835,-71.17983,0.0
2010-01-07,8447627,41.624443,-70.90544,0.212538457186302
2010-01-07,8447636,41.6212,-70.9137,0.22515578479525283
2010-01-07,8452314,41.605118,-71.30424,0.11001927474928651
2010-01-07,8452660,41.504333,-71.32614,0.11583537736074652
2010-01-07,8452944,41.7167,-71.3433,0.09639436660288239
2010-01-07,8452951,41.637165,-71.33928,0.14103687585238037
2010-01-07,8453662,41.785694,-71.38308,0.12913760038670702
2010-01-07,8454000,41.807167,-71.400665,0.14452062114010578
2010-01-07,8454123,41.61122,-71.41031,0.17521275760591798
2010-01-07,8461490,41.371666,-72.09556,0.08743345642864599
2010-01-08,01108000,41.933982,-70.95643,0.24332657770440413
2010-01-08,01108410,41.89969,-71.089466,0.23223333553148487
2010-01-08,01109000,41.947592,-71.176715,0.2523006078661545
2010-01-08,01109060,41.866204,-71.122823,0.15186111225139656
2010-01-08,01109070,41.84037,-71.142823,0.11884419211292722
2010-01-08,01109403,41.830925,-71.350331,0.15580147915774045
2010-01-08,01109730,42.188975,-71.765069,0.3482756699810891
2010-01-08,01110000,42.230363,-71.710902,0.5985553137231694
2010-01-08,01111212,42.054811,-71.616453,0.4297831368730126
2010-01-08,01111300,41.981201,-71.6859,0.2803098471958248
2010-01-08,01111500,41.996479,-71.562007,0.4921056257480455
2010-01-08,01112500,42.006478,-71.502561,0.62766761744967
2010-01-08,01113895,41.888424,-71.381444,0.3223786616372218
2010-01-08,01114000,41.83398,-71.410611,0.21295276118605755
2010-01-08,01114500,41.85898,-71.487282,0.27832086959846725
2010-01-08,01115098,41.852591,-71.606175,0.34194450658395525
2010-01-08,01115110,41.845646,-71.609508,0.3398278990917335
